"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","X","URN","Local.authority..code.","Local.authority..name.","Establishment.number","Establishment.name","Street","Locality","Address3","Town","County","Postcode","Type.of.establishment","Statutory.highest.age","Statutory.lowest.age","Boarders","Sixth.form","UKPRN","Phase.of.education","Gender","Religious.character","Religious.ethos","Admissions.policy","Website.address","Telephone.number","Headteacher","Establishment.status","Reason.establishment.opened","Opening.date","Parliamentary.Constituency..code.","Parliamentary.Constituency..name.","Region","gg_address","lon","lat"
"58",58,58,58,58,58,58,58,58,100064,202,"Camden",6017,"The Hall School","23 Crossfield Road","Hampstead","","London","","NW3 4NU","Other Independent School",13,5,"No Boarders","Does not have a sixth form",10018605,"Not applicable","Boys","Church of England","Church of England","Not collected","",2077221700,"Mr C Godwin","Open","Not applicable","01/01/1919","E14000727","Hampstead and Kilburn","London","The Hall School, 23 Crossfield Road, NW3 4NU",-0.1710038,51.5453652
"59",59,59,59,59,59,59,59,59,100065,202,"Camden",6018,"University College School","Frognal","Hampstead","","London","","NW3 6XH","Other Independent School",18,7,"No Boarders","Has a sixth form",10016008,"Not applicable","Boys","None","None","Not collected","http://www.ucs.org.uk/",2074352215,"Mr Mark Beard","Open","Not applicable","01/01/1907","E14000727","Hampstead and Kilburn","London","University College School, Frognal, NW3 6XH",-0.1807599,51.5532566
"60",60,60,60,60,60,60,60,60,100066,202,"Camden",6038,"The Cavendish School","31 Inverness Street","","","London","","NW1 7HB","Other Independent School",11,2,"No Boarders","Does not have a sixth form",NA,"Not applicable","Girls","Roman Catholic","Roman Catholic","Non-selective","http://www.cavendish-school.co.uk/",2074851958,"Miss Jane Rogers","Open","Not applicable","01/01/1950","E14000750","Holborn and St Pancras","London","The Cavendish School, 31 Inverness Street, NW1 7HB",-0.1449442,51.5390763
"61",61,61,61,61,61,61,61,61,100067,202,"Camden",6084,"St Mary's School","47 Fitzjohn's Avenue","Hampstead","","London","","NW3 6PG","Other Independent School",11,2,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","Roman Catholic","Non-selective","http://www.stmh.co.uk/",2074351868," Harriet Connor Earl","Open","Not applicable","01/01/1951","E14000727","Hampstead and Kilburn","London","St Mary's School, 47 Fitzjohn's Avenue, NW3 6PG",-0.176312,51.550652
"62",62,62,62,62,62,62,62,62,100068,202,"Camden",6174,"North Bridge House Pre-Prep School","8 Netherhall Gardens","","","London","","NW3 5RR","Other Independent School",7,5,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Not collected","www.northbridgehouse.com",2072676266,"Mrs Christine McLelland","Open","Not applicable","18/11/1957","E14000727","Hampstead and Kilburn","London","North Bridge House Pre-Prep School, 8 Netherhall Gardens, NW3 5RR",-0.1789232,51.5481845
"63",63,63,63,63,63,63,63,63,100069,202,"Camden",6179,"Hereward House School","14 Strathray Gardens","","","London","","NW3 4NY","Other Independent School",13,4,"No Boarders","Does not have a sixth form",NA,"Not applicable","Boys","None","None","Not collected","",2077944820," Pascal Evans","Open","Not applicable","15/10/1957","E14000727","Hampstead and Kilburn","London","Hereward House School, 14 Strathray Gardens, NW3 4NY",-0.1699328,51.5450954
"64",64,64,64,64,64,64,64,64,100070,202,"Camden",6181,"St Anthony's Preparatory School","90 Fitzjohn's Avenue","Hampstead","","London","","NW3 6NP","Other Independent School",13,4,"No Boarders","Does not have a sixth form",10018478,"Not applicable","Boys","Catholic","Roman Catholic","Not collected","",2074353597,"Mr Paul Keyte","Open","Not applicable","01/01/1956","E14000727","Hampstead and Kilburn","London","St Anthony's Preparatory School, 90 Fitzjohn's Avenue, NW3 6NP",-0.1762503,51.553832
"65",65,65,65,65,65,65,65,65,100071,202,"Camden",6195,"North Bridge Nursery School","33 Fitzjohn's Avenue","Hampstead","","London","","NW3 5JY","Other Independent School",5,2,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Non-selective","www.northbridgehouse.com",2072676266,"Mrs Christine McLelland","Open","Not applicable","18/06/1958","E14000727","Hampstead and Kilburn","London","North Bridge Nursery School, 33 Fitzjohn's Avenue, NW3 5JY",-0.1759734,51.5489217
"66",66,66,66,66,66,66,66,66,100072,202,"Camden",6210,"Lyndhurst House Preparatory School","24 Lyndhurst Gardens","Hampstead","","London","","NW3 5NW","Other Independent School",13,4,"No Boarders","Does not have a sixth form",10018763,"Not applicable","Boys","None","None","Not collected","http://www.lyndhursthouse.co.uk/",2074354936,"Mr A J C Reid","Open","Not applicable","01/01/1957","E14000727","Hampstead and Kilburn","London","Lyndhurst House Preparatory School, 24 Lyndhurst Gardens, NW3 5NW",-0.1714259,51.5521324
"67",67,67,67,67,67,67,67,67,100073,202,"Camden",6264,"Hampstead Hill School","St Stephens Hall","Pond Street","Hampstead","London","","NW3 2PP","Other Independent School",8,2,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Non-selective","www.hampsteadhillschool.co.uk",2074356262,"Mrs A Taylor","Open","Not applicable","23/10/1970","E14000727","Hampstead and Kilburn","London","Hampstead Hill School, St Stephens Hall, NW3 2PP",-0.1679048,51.5533779
"68",68,68,68,68,68,68,68,68,100074,202,"Camden",6269,"North Bridge House Senior School","65 Rosslyn Hill","","","London","","NW3 5UD","Other Independent School",16,11,"No Boarders","Does not have a sixth form",10007975,"Not applicable","Mixed","None","None","Non-selective","",2072676266,"Mrs Georgina Masefield","Open","Not applicable","03/03/1972","E14000727","Hampstead and Kilburn","London","North Bridge House Senior School, 65 Rosslyn Hill, NW3 5UD",-0.17491,51.5543539
"69",69,69,69,69,69,69,69,69,100075,202,"Camden",6295,"Trevor-Roberts School","55-57 Eton Avenue","","","London","","NW3 3ET","Other Independent School",13,4,"No Boarders","Does not have a sixth form",10032215,"Not applicable","Mixed","None","Church of England","Not collected","",2075861444,"Mr Simon Trevor-Roberts","Open","Not applicable","20/12/1977","E14000727","Hampstead and Kilburn","London","Trevor-Roberts School, 55-57 Eton Avenue, NW3 3ET",-0.1705432,51.5443555
"70",70,70,70,70,70,70,70,70,100076,202,"Camden",6307,"South Hampstead High School","3 Maresfield Gardens","","","London","","NW3 5SS","Other Independent School",18,4,"No Boarders","Has a sixth form",10008499,"Not applicable","Girls","None","None","Not collected","http://www.shhs.gdst.net/",2074352899,"Mrs Victoria Bingham","Open","Not applicable","30/09/1980","E14000727","Hampstead and Kilburn","London","South Hampstead High School, 3 Maresfield Gardens, NW3 5SS",-0.1773245,51.5461432
"71",71,71,71,71,71,71,71,71,100077,202,"Camden",6353,"The Village School","2 Parkhill Road","Belsize Park","","London","","NW3 2YN","Other Independent School",11,3,"No Boarders","Does not have a sixth form",NA,"Not applicable","Girls","None","Inter- / non- denominational","Non-selective","www.thevillageschool.org.uk",2074854673,"Miss Carol Gay","Open","Not applicable","02/10/1985","E14000750","Holborn and St Pancras","London","The Village School, 2 Parkhill Road, NW3 2YN",-0.1585665,51.5477572
"72",72,72,72,72,72,72,72,72,100078,202,"Camden",6360,"Heathside Preparatory School","16 New End","Hampstead","","London","","NW3 1JA","Other Independent School",12,3,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Non-selective","www.heathsideprep.co.uk",2030584011,"Ms Melissa Remus Elliot","Open","Not applicable","19/09/1986","E14000727","Hampstead and Kilburn","London","Heathside Preparatory School, 16 New End, NW3 1JA",-0.17636,51.5585972
"73",73,73,73,73,73,73,73,73,100080,202,"Camden",6380,"Devonshire House Preparatory School","2 Arkwright Road","Hampstead","","London","","NW3 6AE","Other Independent School",13,2,"No Boarders","Does not have a sixth form",10018772,"Not applicable","Mixed","None","None","Not collected","http://www.devonshirehouseschool.co.uk/",2074351916,"Mrs S Piper","Open","Not applicable","25/09/1989","E14000727","Hampstead and Kilburn","London","Devonshire House Preparatory School, 2 Arkwright Road, NW3 6AE",-0.1774391,51.5534365
"74",74,74,74,74,74,74,74,74,100081,202,"Camden",6384,"Broadhurst School","19 Greencroft Gardens","","","London","","NW6 3LP","Other Independent School",6,2,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Non-selective","",2073284280,"Mrs Alison Fisher","Open","Not applicable","04/03/1991","E14000727","Hampstead and Kilburn","London","Broadhurst School, 19 Greencroft Gardens, NW6 3LP",-0.1813574,51.544627
"75",75,75,75,75,75,75,75,75,100082,202,"Camden",6385,"College Francais Bilingue De Londres","87 Holmes Road","","Kentish Town","London","","NW5 3AX","Other Independent School",16,5,"No Boarders","Does not have a sixth form",10035396,"Not applicable","Mixed","None","None","Not collected","",2079937400," Francois Xavier Gabet","Open","Not applicable","18/02/1992","E14000750","Holborn and St Pancras","London","College Francais Bilingue De Londres, 87 Holmes Road, NW5 3AX",-0.145687,51.549157
"76",76,76,76,76,76,76,76,76,100084,202,"Camden",6387,"Fine Arts College","Centre Studios","41-43 Englands Lane","Belsize Park","London","","NW3 4YD","Other Independent School",19,14,"No Boarders","Has a sixth form",10010605,"Not applicable","Mixed","None","None","Non-selective","",2075860312,"Ms Candida Cave","Open","Not applicable","10/06/1992","E14000727","Hampstead and Kilburn","London","Fine Arts College, Centre Studios, NW3 4YD",-0.1646483,51.5466763
"77",77,77,77,77,77,77,77,77,100086,202,"Camden",6390,"Rainbow Montessori School","13 Woodchurch Road","","","London","","NW6 3PL","Other Independent School",12,4,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Non-selective","http://www.rainbowmontessori.co.uk/",2073288986,"Ms Sylvia Peternell","Open","Not applicable","19/02/1993","E14000727","Hampstead and Kilburn","London","Rainbow Montessori School, 13 Woodchurch Road, NW6 3PL",-0.1923888,51.5458298
"78",78,78,78,78,78,78,78,78,100087,202,"Camden",6392,"The Mulberry House School","68 Shoot Up Hill","","","London","","NW2 3XL","Other Independent School",7,2,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Non-selective","www.mulberryhouseschool.com",2084527340,"Miss Victoria Playford","Open","Not applicable","09/06/1994","E14000727","Hampstead and Kilburn","London","The Mulberry House School, 68 Shoot Up Hill, NW2 3XL",-0.2080782,51.5511976
"79",79,79,79,79,79,79,79,79,100088,202,"Camden",6393,"UCS Pre-Prep","36 College Crescent","","","London","","NW3 5LF","Other Independent School",7,3,"No Boarders","Does not have a sixth form",NA,"Not applicable","Mixed","None","None","Non-selective","",2077224433,"Dr Zoe Dunn","Open","Not applicable","12/09/1994","E14000727","Hampstead and Kilburn","London","UCS Pre-Prep, 36 College Crescent, NW3 5LF",-0.1773484,51.5457707
"80",80,80,80,80,80,80,80,80,100090,202,"Camden",6395,"Southbank International School","16 Netherhall Gardens","","","London","","NW3 5TH","Other Independent School",11,3,"No Boarders","Does not have a sixth form",10017663,"Not applicable","Mixed","None","Inter- / non- denominational","Not collected","http://www.southbank.org/",2074311200,"Ms Shirley Harwood","Open","Not applicable","06/10/1995","E14000727","Hampstead and Kilburn","London","Southbank International School, 16 Netherhall Gardens, NW3 5TH",-0.1788821,51.5492594
"81",81,81,81,81,81,81,81,81,100091,202,"Camden",7008,"Frank Barnes School for Deaf Children","4 Wollstonecraft Street","","","London","","N1C 4BT","Community Special School",11,2,"No Boarders","Not applicable",NA,"Not applicable","Mixed","Does not apply","Does not apply","Not applicable","www.fbarnes.camden.sch.uk",2073917040,"Mr Dani Sive","Open","Not applicable","","E14000750","Holborn and St Pancras","London","Frank Barnes School for Deaf Children, 4 Wollstonecraft Street, N1C 4BT",-0.127153,51.537235
"82",82,82,82,82,82,82,82,82,100092,202,"Camden",7137,"Camden Centre for Learning (CCfL) Special School","Harmood Street","Camden","","London","","NW1 8DP","Community Special School",16,11,"No Boarders","Not applicable",10015123,"Not applicable","Mixed","Does not apply","Does not apply","Not applicable","http://ccfl.camden.sch.uk",2079743953,"Ms Jeanette Lowe","Open","Not applicable","","E14000750","Holborn and St Pancras","London","Camden Centre for Learning (CCfL) Special School, Harmood Street, NW1 8DP",-0.1468335,51.5442851
"83",83,83,83,83,83,83,83,83,100094,202,"Camden",7201,"Royal Free Hospital Children's School","Floor 6 - 6 West B","Pond Street","","London","","NW3 2QG","Community Special School",16,5,"No Boarders","Does not have a sixth form",10017496,"Not applicable","Mixed","Does not apply","Does not apply","Not applicable","http://www.royalfree.camden.sch.uk/",2074726298,"Mr Alex Yates","Open","Not applicable","","E14000727","Hampstead and Kilburn","London","Royal Free Hospital Children's School, Floor 6 - 6 West B, NW3 2QG",-0.16682,51.5540941
"84",84,84,84,84,84,84,84,84,100096,202,"Camden",7205,"Swiss Cottage School - Development & Research Centre","80 Avenue Road","","","London","","NW8 6HX","Community Special School",19,2,"No Boarders","Has a sixth form",10017655,"Not applicable","Mixed","Does not apply","Does not apply","Not applicable","www.swisscottage.camden.sch.uk",2076818080,"Mrs Vijita Patel","Open","Not applicable","","E14000727","Hampstead and Kilburn","London","Swiss Cottage School - Development & Research Centre, 80 Avenue Road, NW8 6HX",-0.1716381,51.5407635
"85",85,85,85,85,85,85,85,85,100097,203,"Greenwich",1001,"Rachel McMillan Nursery School and Children's Centre","McMillan Street","Deptford","","London","","SE8 3EH","LA Nursery School",5,2,"No Boarders","Not applicable",NA,"Nursery","Mixed","Does not apply","Does not apply","Not applicable","www.rachelmcmillannursery.co.uk",2086924041,"Ms Theresa Lane","Open","Not applicable","","E14000718","Greenwich and Woolwich","London","Rachel McMillan Nursery School and Children's Centre, McMillan Street, SE8 3EH",-0.023244,51.4815199
"86",86,86,86,86,86,86,86,86,100098,203,"Greenwich",1006,"Pound Park Nursery School","Pound Park Road","Charlton","","London","","SE7 8AF","LA Nursery School",5,2,"No Boarders","Not applicable",NA,"Nursery","Mixed","Does not apply","Does not apply","Not applicable","http://www.poundparknursery.co.uk/",2088581791,"Miss Sarah Harrison","Open","Not applicable","","E14000718","Greenwich and Woolwich","London","Pound Park Nursery School, Pound Park Road, SE7 8AF",0.0404429,51.4880435
"87",87,87,87,87,87,87,87,87,100099,203,"Greenwich",1016,"Abbey Wood Nursery School","Dahlia Road","","Abbey Wood","London","","SE2 0SX","LA Nursery School",5,2,"No Boarders","Not applicable",NA,"Nursery","Mixed","Does not apply","Does not apply","Not applicable","http://abbeywoodnurseryschool.co.uk/",2083110619,"Ms Clare Barber","Open","Not applicable","","E14000696","Erith and Thamesmead","London","Abbey Wood Nursery School, Dahlia Road, SE2 0SX",0.1127442,51.4865347
"88",88,88,88,88,88,88,88,88,100102,203,"Greenwich",1022,"Robert Owen Nursery School","43 Commerell Street","Greenwich","","London","","SE10 0EA","LA Nursery School",5,3,"No Boarders","Not applicable",NA,"Nursery","Mixed","Does not apply","Does not apply","Not applicable","",2088580529,"Mrs Ruth Mercer","Open","Not applicable","","E14000718","Greenwich and Woolwich","London","Robert Owen Nursery School, 43 Commerell Street, SE10 0EA",0.006452,51.487432
"89",89,89,89,89,89,89,89,89,100103,203,"Greenwich",1101,"Newhaven Pupil Referral Unit","Newhaven Gardens","Eltham","Greenwich","London","","SE9 6HR","Pupil Referral Unit",16,5,"No Boarders","Has a sixth form",10016844,"Not applicable","Mixed","Does not apply","Does not apply","Not applicable","www.newhavenschool.co.uk",2088593114,"Mr Martyn Patterson","Open","Not applicable","","E14000690","Eltham","London","Newhaven Pupil Referral Unit, Newhaven Gardens, SE9 6HR",0.0386443,51.4605878
